CODIGO CRM,VERSÃO,Descrição,Valor Teto
BA00000002909,0, SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Plano de Marketing - Atuação em Delivery,
BA00000002984,0, SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Política Comercial,
BA00000002991,0, SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Descrição de Cargos e Salários,
BA00000002992,0, SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Planejamento Estratégico de Pessoas,
BA00000002990,0, SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Politica de Gestão de Pessoas,
BA00000002989,0, SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Recrutamento e Seleção,
BA00000002989,1, SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Recrutamento e Seleção [Indicação do Cliente],
BA00000002988,0, SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Treinamento e Desenvolvimento,
BA00000002911,0, SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Gestão de Processos Empresariais,
BA00000002912,0, SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Modelagem de Negócios,
BA00000002913,0, SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Planejamento Estratégico,
BA00000002914,0, SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Plano de Negócios,
BA00000003470,0, Seja empreendedor no campo,
BA00000003552,0, Seja um bom líder: como fazer análise de perfil comportamental,
BA00000003819,0, Seja um empreendedor com atitudes certeiras,
BA00000002925,0, Serviços Financeiros e Contábeis - Gestão Econômico/Financeira (Consultoria e Instrutoria),
BA00000001789,1, Sistematização do Artesanato - Design,
BA00000001789,0, Sistematização do Artesanato - Diagnóstico,
BA00000001789,3, Sistematização do Artesanato - Finanças,
BA00000001927,0, Sistematização do Artesanato - Informações de Mercado,
BA00000003712,0, Storytelling: contando a sua história,
BA00000000522,0, Vender para o governo No Campo,
BA00000003503,0, Viabilizando uma organização coletiva,
BA00000003664,0,[ALINHAMENTO] - GEBR - GESTÃO EFICIENTE PARA BARES E RESTAURANTES,
BA00000002994,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES - ATENDIMENTO COLETIVO [Indicação do Cliente],
BA00000002482,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES - FINANÇAS [Indicação do Cliente],
BA00000003258,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES - MARKETING [Indicação do Cliente],
BA00000002503,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES - OPERAÇÕES E PROCESSOS [Indicação do Cliente],
BA00000002485,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES - PESSOAS [Indicação do Cliente],
BA00000002480,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES - PLANEJAMENTO [Indicação do cliente],
BA00000003019,1,[GEBR] - GESTÃO EFICIENTE PARA BARES E RESTAURANTES [Indicação do Cliente],
BA00000003935,0,[GUIA]  Escola do cacau,
BA00000003723,0,[GUIA]  Plano Municipal de Turismo,
BA00000003821,0,"[GUIA] Boas práticas, colheita e beneficiamento de mel",
BA00000003981,0,[GUIA] Fortalecimento da pesca e aquicultura,
BA00000003922,0,[GUIA] Gestão estratégica para o segmento de beleza e cosméticos,
BA00000003786,0,[GUIA] Manejo nutricional e sanitário de bezerras - FIV,
BA00000003897,0,[GUIA] Transformação Digital,
BA00000003809,0,[INOVAÇÃO ABERTA] Marca pessoal (CP42_2024),
BA00000003877,0,[INOVAÇÃO ABERTA] Mentoria - Ativação da loja física (CP52_2024),
BA00000003963,0,[INOVAÇÃO ABERTA] Palestra interativa - Atendimento ao cliente (CP55_2024),
BA00000003886,0,[INOVAÇÃO ABERTA] Trilha pré-aceleração para empreendedoras (CP50_2024),
BA00000003936,0,[PILOTO] Consultoria PopUp: Formação de Preços Estratégica para Otimizar o Lucro do Seu Produto,
BA00000003969,0,[POLO DE LIDERANÇA] Rotas da Liderança - Estilos Comportamentais e Formação das Equipes,
BA00000003970,0,[POLO DE LIDERANÇA] Rotas da Liderança - Estratégias de Poder e Influência,
BA00000003971,0,[POLO DE LIDERANÇA] Rotas da Liderança - Inteligência Emocional,
BA00000002448,1,[S] Adequação à norma ABNT NBR 15575:2013 - Desempenho de Edificações Habitacionais,"R$ 20.000,00"
BA00000003707,0,{Alinhamento} - Educação Empreendedora para Professores,
BA00000003680,0,"<b><span style=""color:#d900ff"">[INOVAÇÃO ABERTA] </span></b> Otimização da carga tributária (CP15_2024)",
BA00000003286,0,ALINHAMENTO -  Agentes de Mercado 2024 - Agronegócio e Multissetorial,
BA00000002135,0,BootCamp - Empreendedorismo em Ação,
BA00000002662,0,Consultoria de Estudo sobre o Licenciamento Ambiental do Fornecimento da Cadeia de Gás e Petróleo,
BA00000003937,1,Experiência Imersiva em Segurança de Alimentos,
BA00000003937,0,Experiência Imersiva em Segurança de Alimentos,
BA00000003621,0,"Metodologia de atuação, gestão e monitoramento por níveis de maturidade dos Ecossistemas de Inovação [FATOR 50]",
BA00000002915,1,PRESENÇA FINANCEIRA - Comércio [Indicação do Cliente],
BA00000002701,1,PRESENÇA FINANCEIRA - Indústria [Indicação do Cliente],
BA00000002684,1,PRESENÇA FINANCEIRA - Indústria de Alimentos e Agroindústria [Indicação do Cliente],
BA00000002695,1,PRESENÇA FINANCEIRA - Serviços [Indicação do Cliente],
BA00000002620,0,"Programa integrado para realização de estudos, mapeamento de oportunidades, análises de cenários e tendências, conteúdos técnicos de inteligência setorial e de mercado relacionados ao setor de Petróleo, Gás e Energia",
BA00000002894,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Contas a Pagar e Contas a Receber [Indicação do Cliente],
BA00000002895,1,"SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Empréstimos, Financiamentos e Garantias de Crédito [Indicação do Cliente]",
BA00000002897,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Formação do preço de vendas e margens financeiras [Indicação do Cliente],
BA00000002898,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Gestão de compras e estoques [Indicação do Cliente],
BA00000002899,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Gestão de Custos [Indicação do Cliente],
BA00000002900,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Gestão do Fluxo de Caixa e Controles Financeiros [Indicação do Cliente],
BA00000002901,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Inadimplência da Carteira de Clientes [Indicação do Cliente],
BA00000002902,1,SEBRAE AGILE FINANÇAS (PRESENCIAL E ONLINE) - Política de Vendas e Descontos [Indicação do Cliente],
BA00000002903,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Atendimento ao Cliente [Indicação do Cliente],
BA00000002904,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Comportamento do consumidor e marketing de relacionamento [Indicação do Cliente],
BA00000002905,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Desenvolvimento de Novos canais de Venda [Indicação do Cliente],
BA00000002987,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Estratégias de Comunicação [Indicação do Cliente],
BA00000002983,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Estratégias de Pós Vendas [Indicação do cliente],
BA00000002985,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Estruturação da Área Comercial [Indicação do Cliente],
BA00000002906,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Gestão do mix mercadológico [Indicação do Cliente],
BA00000002986,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Planejamento e Gestão de vendas [Indicação do Cliente],
BA00000002909,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Plano de Marketing - Atuação em Delivery [Indicação do Cliente],
BA00000002908,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Plano de Marketing [Indicação do Cliente],
BA00000002984,1,SEBRAE AGILE MARKETING (PRESENCIAL E ONLINE) - Política Comercial [Indicação do Cliente],
BA00000002991,1,SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Descrição de Cargos e Salários [Indicação do Cliente],
BA00000002992,1,SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Planejamento Estratégico de Pessoas [Indicação do Cliente],
BA00000002990,1,SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Politica de Gestão de Pessoas [Indicação do Cliente],
BA00000002988,1,SEBRAE AGILE PESSOAS (PRESENCIAL E ONLINE) - Treinamento e Desenvolvimento [Indicação do Cliente],
BA00000002911,1,SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Gestão de Processos Empresariais [Indicação do Cliente],
BA00000002912,1,SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Modelagem de Negócios [Indicação do Cliente],
BA00000002913,1,SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Planejamento Estratégico [Indicação do Cliente],
BA00000002914,1,SEBRAE AGILE PLANEJAMENTO (PRESENCIAL E ONLINE) - Plano de Negócios [Indicação do cliente],
BA00000003716,0,"Trilha Solar Padrão - Qualidade em Operações, Logística e Processos ☀️",
